Average Cost for two,Longitude,Latitude
700,77.26885669,28.56179522
800,77.26870917,28.56165594
250,77.2690978,28.5616595
500,77.2685174,28.5614696
900,77.22762946,28.63110267
1600,77.22762745,28.63113239
4500,77.227277,28.631407
3000,77.227277,28.631407
5100,77.22756944,28.63148611
4500,77.22764019,28.63120891
5000,77.228133,28.6317423
4500,77.227277,28.631407
2700,77.30317778,28.66113333
2650,77.30317778,28.66113333
3500,77.30317778,28.66113333
3500,77.30317778,28.66113333
4000,77.1889269,28.5794095
5000,77.1889752,28.5793901
5500,77.1889651,28.5794009
3500,77.1885648,28.5802165
2000,77.1890039,28.5793611
400,77.238056,28.592135
3000,77.238315,28.5921591
3000,77.21734352,28.62098574
3500,77.21736733,28.62098721
4500,77.216002,28.628885
3000,77.26953889,28.56109444
900,77.26953889,28.56109444
4400,77.269656,28.561179
2500,77.269618,28.561053
5000,77.2241228,28.6051535
2500,77.2241405,28.6051689
5000,77.2241369,28.6051648
4200,77.22273611,28.60440165
6000,77.2243039,28.6052532
5500,77.2246182,28.6051487
4500,77.2241401,28.605189
2000,77.1701408,28.5950782
4000,77.1702198,28.5948008
8000,77.170087,28.5950077
1500,77.1703995,28.5945492
3000,77.101847,28.535183
2500,77.101847,28.535183
500,77.101847,28.535183
1700,77.2133902,28.5525438
1600,77.213191,28.5523566
2500,77.2129742,28.55231
200,0,0
100,77.0919833,28.6350967
250,77.0994142,28.6419765
450,77.0862978,28.6389981
200,77.0968578,28.6384031
150,77.0965905,28.6380699
150,77.0954179,28.636751
300,77.0868116,28.6354821
350,77.1016004,28.6374082
350,77.1033405,28.6487302
300,77.09550753,28.64003986
300,77.0998394,28.635043
350,77.1040206,28.6437138
350,77.0905901,28.6364554
300,77.0888609,28.6377331
150,77.1050287,28.6375598
350,77.0962201,28.6371415
500,77.0937942,28.6368398
250,77.097173,28.6434771
100,77.0972739,28.6374781
550,77.1004284,28.6407465
200,77.095013,28.6404001
150,77.1006304,28.6448121
150,77.0966736,28.637326
300,77.0889219,28.6378234
300,77.0973882,28.6361284
150,77.098007,28.6342673
300,77.0925481,28.6409492
200,77.0934526,28.6376488
150,77.0949112,28.6404463
100,77.086714,28.6388684
250,77.1031722,28.6489062
350,77.0845916,28.6344618
200,77.0854345,28.6396056
300,77.1002905,28.6449182
300,77.0863331,28.63903
200,77.1034131,28.6481247
250,77.0971137,28.636187
500,0,0
300,77.0962302,28.6468527
350,77.0959301,28.6367945
500,77.0971707,28.6361765
250,77.1029417,28.6491405
350,77.0864035,28.6391088
250,77.1014529,28.6445351
250,77.0998064,28.6448699
300,0,0
700,77.102513,28.644093
250,77.0973474,28.6361148
500,77.0964562,28.6371756
150,77.0995462,28.6450932
200,77.0966816,28.6380338
300,77.0954687,28.6370036
300,0,0
200,77.084917,28.6343667
100,77.0934222,28.6377065
500,77.0933859,28.6366697
250,77.1031681,28.6490554
250,77.0846233,28.6356249
300,77.1039501,28.6437348
400,77.0918112,28.6420481
100,77.31334833,28.59807667
800,77.25662515,28.52351906
750,77.2182605,28.5607572
500,77.21790746,28.56074218
700,77.21807376,28.56028103
350,77.076886,28.6291105
700,77.0760342,28.6288818
500,77.0764473,28.6287601
400,77.0770547,28.6290915
400,77.075439,28.629097
200,77.0334663,28.6191075
100,77.0409828,28.6203298
250,77.032612,28.6194
500,77.0676143,28.6193541
200,77.0723362,28.6180649
200,77.0336428,28.6190995
350,77.0675373,28.6216032
250,77.0680939,28.6104281
300,77.0590998,28.619233
700,77.0571866,28.6222421
300,77.0448877,28.6200086
100,77.0390888,28.6213725
300,77.0621578,28.6200658
150,77.0599921,28.6209487
300,77.0643164,28.6229612
300,77.0391009,28.6210909
100,77.0630573,28.6205109
150,77.0309438,28.6193756
300,77.0411281,28.6217969
350,77.0605838,28.6228245
500,77.0627386,28.6236426
200,77.0671945,28.6197461
200,77.0580204,28.6203826
400,77.0612584,28.6185458
50,77.0322933,28.6192376
50,77.0569411,28.6218904
250,77.0391304,28.6275118
300,77.0563114,28.6036473
400,77.0306405,28.6191566
300,77.0347129,28.6196925
200,77.0391763,28.6211282
400,77.0332316,28.6188173
200,77.0569043,28.621959
650,77.0386806,28.620035
50,77.063507,28.6217187
200,77.0302045,28.6187806
100,77.0324848,28.6191434
250,77.0715259,28.6205123
250,0,0
600,77.0392204,28.6267145
250,77.0617981,28.6199415
350,77.0608986,28.6230789
250,77.0638218,28.6242121
300,77.0346005,28.6194036
100,77.0608986,28.6179737
250,77.037568,28.6199262
200,77.0583229,28.6224126
200,77.0582581,28.6189874
300,77.0331929,28.6173544
200,77.0398501,28.6296412
400,77.0641627,28.6093206
250,77.0580204,28.6183226
200,77.0599045,28.6226053
150,77.0392018,28.6209825
450,77.0485758,28.6206339
100,77.0608752,28.6211626
400,77.056812,28.622119
400,77.0570523,28.6218839
400,77.0611463,28.6231917
450,77.2869436,28.6373178
300,77.2862874,28.6367704
1200,77.2861149,28.6370319
700,77.2862468,28.6367821
200,77.2862407,28.6368753
400,77.2863589,28.6368388
250,77.2859303,28.6367067
450,77.2870265,28.6369816
600,77.2854132,28.637003
250,77.2863408,28.6368424
400,77.2870265,28.6369816
1200,77.2860199,28.6369716
250,77.286309,28.6367759
500,77.2862019,28.6371001
1500,77.2860211,28.6370146
600,77.2870265,28.6369816
600,77.2860812,28.6369762
500,77.2867383,28.6367012
350,77.2861742,28.6370758
350,77.2867839,28.636911
350,77.2861642,28.6367213
600,77.2862848,28.6368649
1000,77.2861107,28.6370362
1000,77.286103,28.637001
1500,77.2857573,28.6369891
900,77.2860344,28.6367037
600,77.1573156,28.5232091
1100,77.1538018,28.531431
600,77.155416,28.5251312
2200,77.1655919,28.5207314
350,77.1538189,28.5312664
650,77.1584474,28.5183003
850,77.16529693,28.52331992
1000,77.168407,28.522112
1000,77.1710434,28.5194758
900,77.16119282,28.51901836
900,77.1611802,28.519173
800,77.153852,28.5313867
800,77.1517362,28.5336506
900,77.1611509,28.5191138
950,77.165415,28.514649
1500,77.1482216,28.5367732
650,77.1357431,28.5254999
1000,77.1553898,28.5291446
700,77.1619331,28.519062
800,0,0
700,77.16498211,28.51428649
650,77.1520605,28.5332879
900,77.166526,28.519511
800,77.156659,28.5250993
700,77.1566714,28.5251629
600,77.1566476,28.524981
650,77.1564626,28.5248609
500,77.1561628,28.5250677
750,77.1569671,28.5251478
600,77.1566644,28.52506
500,77.1561251,28.5251233
850,77.1566556,28.5249865
350,77.15988658,28.56104814
650,77.16407988,28.55705291
150,77.16369264,28.56517455
150,77.15966111,28.56100556
400,77.16423243,28.55793018
900,77.15538889,28.56141389
250,77.1624016,28.571381
1500,77.16369834,28.55900888
350,77.159666,28.561011
300,77.16311596,28.55760213
150,0,0
600,77.1583987,28.5677118
400,77.15505794,28.56157466
300,77.15976667,28.55818056
700,77.17082061,28.55888991
1100,77.164272,28.557864
300,77.16321856,28.55788513
200,77.16419167,28.55761667
300,77.15067118,28.52951508
600,77.164368,28.557223
450,77.15496004,28.56139062
900,77.161681,28.572131
1700,77.15516992,28.56151959
250,77.16367822,28.55747579
400,0,0
450,77.16442622,28.55736507
300,77.16460492,28.55747844
400,77.16341134,28.55748345
200,77.16429355,28.55870848
1000,77.15520881,28.56118272
200,77.16458414,28.55775173
200,0,0
500,77.16454,28.55811
600,0,0
600,0,0
2000,77.16411,28.559058
50,77.317668,28.5997151
150,77.3175176,28.5997276
350,77.3176784,28.6001
500,77.3062099,28.5892967
400,77.30796732,28.59103534
400,77.30650049,28.59154464
700,77.3021052,28.5891084
450,77.30853528,28.58950538
300,77.3205872,28.6002622
250,77.32028972,28.60043838
350,77.3040391,28.5891093
550,77.3164521,28.6013457
200,77.3145157,28.601793
400,77.3203951,28.6000397
100,77.3226158,28.6011417
200,77.31136166,28.59819588
400,77.30725687,28.59087872
300,77.3071359,28.5908127
150,0,0
150,77.3143328,28.6017649
100,77.30720289,28.59080159
300,77.3078976,28.5901234
200,77.3066274,28.5914444
100,77.3062381,28.5891961
150,77.3074392,28.5908336
250,77.3159908,28.601005
100,77.3057921,28.5923035
350,77.312519,28.6021139
350,77.3097342,28.59794885
300,0,0
300,77.315899,28.600942
200,0,0
300,0,0
50,77.3085095,28.5893763
150,0,0
250,77.3222402,28.6013619
150,77.3206228,28.6002914
100,0,0
400,0,0
500,77.30728882,28.5915558
400,77.30676837,28.59133326
150,77.32050229,28.60012224
150,77.3067747,28.5900965
500,77.3071878,28.5908905
400,77.30620712,28.5890838
400,77.31154975,28.59744877
150,77.30837971,28.58980772
200,77.3065745,28.5914473
400,77.305843,28.5923018
150,77.3080751,28.5897432
200,77.3033247,28.5891562
250,77.3174634,28.6000138
150,77.30764378,28.59086665
200,77.3224363,28.6014833
100,77.30622523,28.5890367
50,77.3068428,28.59118048
100,77.3078541,28.5899346
300,77.304436,28.583353
100,0,0
400,0,0
150,77.3080954,28.58927604
500,0,0
800,77.2010382,28.6928867
300,77.2023857,28.6895227
300,77.197804,28.6921294
300,77.1965012,28.6928555
200,77.201128,28.6916414
500,77.201667,28.6899018
200,77.2011936,28.6918964
350,77.2016171,28.6898007
200,77.2012294,28.6909462
400,77.2011834,28.6901314
800,77.2041084,28.6944411
800,77.2050359,28.6928661
900,77.2043384,28.6944707
300,77.2013077,28.6910317
600,77.2047215,28.6935077
250,77.2012817,28.6914056
700,77.2040661,28.6945366
500,77.2048067,28.6936233
400,77.2036388,28.6949624
800,77.2050605,28.6926492
150,77.2013137,28.6914552
800,77.2047215,28.6934181
150,77.2042723,28.6924796
700,77.2044519,28.6939297
500,77.2048113,28.6934267
900,77.2039955,28.6947175
600,77.204991,28.6934439
400,77.2014873,28.6906011
800,77.2040075,28.6943812
200,77.201128,28.6919997
350,77.20197815,28.69302023
300,77.3103529,28.6580412
300,77.2776898,28.6307187
250,77.0796054,28.6384984
300,77.0766826,28.6386194
300,77.0700473,28.6282838
150,77.0698926,28.628157
400,77.07604811,28.6390282
450,77.0764578,28.6294177
200,77.06883967,28.63507537
500,77.0743745,28.6389086
400,77.0798778,28.6420433
350,77.0791934,28.6459296
400,77.0701624,28.6445722
750,77.07597736,28.63884135
850,77.0747491,28.6390149
100,77.0656655,28.6384063
350,77.0710682,28.6365514
600,77.06846483,28.6322224
300,77.0709881,28.642645
100,77.0789309,28.6385677
100,0,0
300,77.0698926,28.6440984
600,0,0
300,77.0792678,28.638455
500,77.06992965,28.62748827
200,77.0687123,28.6342343
300,77.0758587,28.6429519
200,77.0756895,28.6431503
350,77.071162,28.6429129
300,77.0789759,28.6383481
600,77.074213,28.6392656
300,77.0797403,28.6419595
650,77.06778422,28.62786555
350,77.0792789,28.6425242
350,77.0782115,28.6384983
400,77.0795111,28.6385334
400,77.0707437,28.64041091
250,77.0792261,28.6422953
300,77.0765052,28.638646
400,77.06975497,28.62759745
550,77.0751536,28.6392198
450,77.0739295,28.63949696
100,77.0600536,28.6358966
100,77.0771773,28.6385328
350,77.0698477,28.6275705
250,77.0765725,28.6387222
800,77.0747491,28.639194
500,77.0751965,28.63885695
200,77.0588879,28.6354403
1150,77.0752887,28.6397834
600,77.07022168,28.63504182
600,0,0
1100,77.0745243,28.6391275
300,77.069947,28.6274498
100,77.0784813,28.6386139
300,77.079298,28.6425617
700,77.069463,28.6284455
600,77.0761542,28.6331243
300,77.0742061,28.63927361
200,77.0709719,28.6403518
500,0,0
600,77.0743071,28.6390833
350,77.318175,28.67132778
100,77.318925,28.67130833
400,77.317225,28.66721
450,77.31211167,28.66965416
350,77.314705,28.668496
200,77.31173314,28.66981271
400,77.31214788,28.66857042
300,77.31825527,28.66722898
600,77.30372541,28.66736018
450,77.21,28.63
400,77.31825426,28.67116736
400,77.31819056,28.67121678
400,77.30861206,28.66011757
400,77.31204974,28.66952381
500,77.31217302,28.66934292
600,77.31794111,28.66686832
800,77.3174241,28.6601382
300,77.31206504,28.66910046
500,0,0
600,77.31226757,28.66815358
200,77.31822677,28.667041
150,77.31827907,28.67127679
500,0,0
300,77.3121633,28.66982713
150,77.31812015,28.67132945
100,77.312115,28.669247
300,77.31192157,28.66958297
300,77.31203791,28.66984331
200,77.31213246,28.66842304
250,77.31824689,28.66696569
300,77.31827103,28.67126826
250,77.31820431,28.67148683
400,0,0
350,77.31653329,28.67556419
400,77.31898986,28.67993906
300,77.31220789,28.66945735
300,77.1648729,28.6815855
400,77.1586101,28.7003198
250,77.1685563,28.6990634
150,77.1684265,28.6994159
200,77.1633809,28.6797201
200,77.1636597,28.6792749
350,77.080281,28.6299004
500,77.0795544,28.6301884
1500,77.12311551,28.65297802
500,77.1689845,28.6455224
400,77.1639289,28.6495338
400,77.1689671,28.6454168
400,77.1647873,28.6522346
400,77.12179529,28.5503472
600,77.12179529,28.5503472
500,77.12142371,28.54989546
350,77.12179529,28.5503472
1000,77.12179529,28.5503472
500,77.12178456,28.55041317
550,77.12142371,28.54989546
600,77.12179529,28.5503472
300,0,0
300,77.12165984,28.55052862
600,77.120547,28.548297
1000,77.12142371,28.54989546
650,77.12179529,28.5503472
800,77.12142371,28.54989546
700,77.121714,28.551681
600,77.2068326,28.5597171
150,77.2125368,28.5612917
400,77.2068775,28.5599455
250,77.2071919,28.5579587
350,77.2071919,28.5579587
600,77.2098081,28.5609683
300,77.2077758,28.5577007
350,77.2101563,28.5619163
600,77.2072368,28.5617724
1000,77.2074165,28.5603554
400,77.207147,28.5579096
450,77.2072686,28.5617998
400,77.2133453,28.5622651
450,77.20747568,28.55994238
150,77.207147,28.5579096
500,77.2072368,28.559442
150,77.2132657,28.5616657
300,77.2105606,28.56191
350,77.2084945,28.5577692
300,77.2074165,28.5612517
300,77.2072368,28.5580078
200,77.2063516,28.556623
450,77.2081467,28.5609296
200,77.2073832,28.5598243
100,77.2132249,28.5616007
200,77.27884457,28.56720015
200,0,0
200,77.27966331,28.56771457
150,77.28432264,28.56542779
450,77.28120089,28.56717571
350,77.27981217,28.56744249
600,77.2778975,28.5665297
200,77.28167631,28.56679379
500,77.28572074,28.56527732
250,77.28506528,28.56624639
350,77.28382677,28.56618897
250,77.27977898,28.56732117
250,77.2785427,28.5668489
800,77.28569627,28.56519398
500,77.5281286,28.4581066
600,77.5074561,28.4639566
800,77.5078343,28.4644343
450,77.5077014,28.4642008
600,77.5077014,28.4642008
300,77.3325771,28.5698988
200,77.3326668,28.5703556
400,77.3328944,28.5697361
300,77.3326668,28.5700866
2600,77.32315633,28.56812092
600,77.32303832,28.5680476
1100,77.32309598,28.56822692
2000,77.3228281,28.56834294
1100,77.32142698,28.5676545
1500,77.3214491,28.5675927
350,77.3210901,28.5673795
250,77.3210394,28.56800461
700,77.32187994,28.56772693
650,77.32,28.57
1500,77.32058812,28.56747782
650,77.32092675,28.56668455
400,77.32105985,28.56744043
1400,77.32080102,28.567075
600,77.32102197,28.56746369
600,77.32144509,28.5674896
900,77.32094418,28.56702642
400,77.32072927,28.56729997
1800,77.32097905,28.56646341
1000,77.32057907,28.56737005
1600,77.3204748,28.56648549
400,77.3205499,28.56693955
550,77.32083656,28.56733177
350,0,0
500,0,0
400,77.32080102,28.567075
1600,77.32097905,28.56646341
1500,77.320913,28.56732441
1500,77.32041411,28.56730645
1500,77.32079029,28.56673549
1600,77.3204748,28.56648549
650,77.32051905,28.56724019
1350,77.32082382,28.56732971
1300,77.32077688,28.56658591
750,77.32085601,28.56730085
1500,77.3283593,28.5774799
2000,77.3283593,28.5773903
350,77.3361665,28.5678168
650,77.3353589,28.5681889
350,77.3355832,28.567448
600,77.3357335,28.5682606
1500,77.3353589,28.5677406
650,77.3351088,28.5678557
1200,77.3352723,28.5674286
600,77.3356291,28.5683367
1800,77.3218081,28.5649369
400,77.3217244,28.5648201
600,77.3215077,28.5647926
2000,77.321853,28.5649859
1900,77.3214674,28.5648242
300,77.32147492,28.5649219
450,77.3217184,28.5647491
300,77.32148331,28.56493986
600,77.3215389,28.5648218
300,77.3213883,28.5646431
500,77.3216286,28.5646509
1000,77.3215389,28.5648218
1300,77.32180945,28.56450145
700,77.321597,28.565014
500,77.3451605,28.5663497
1200,77.5111213,28.4632797
400,77.5142421,28.4725268
500,77.5103894,28.4704639
200,77.5127189,28.4719367
450,77.5144213,28.4723639
600,77.5078806,28.4668203
800,77.5237792,28.4764154
350,77.5115542,28.4711106
300,77.5133461,28.4720847
600,77.510587,28.4629296
100,77.5154068,28.4732632
500,77.5141525,28.4725185
600,77.5077462,28.4665835
250,77.5137941,28.4723057
400,77.5149968,28.473395
500,77.5081494,28.4657682
900,77.5112854,28.4634563
600,77.5112854,28.4709959
1000,77.51812208,28.4719958
600,77.5106105,28.463041
600,77.5145109,28.472462
700,77.527913,28.4583447
350,77.518042,28.46449
500,77.5102866,28.4706608
300,77.5111958,28.4632685
100,77.5111958,28.4708978
400,77.5085078,28.4647244
400,77.5141525,28.4725185
300,77.5146578,28.4725114
350,77.5296715,28.4634272
250,77.51136148,28.46341884
300,77.5079254,28.4642665
500,77.5152276,28.4733363
300,77.5153379,28.4733721
300,77.5134341,28.4725411
1000,77.508208,28.4658168
100,77.5107478,28.4631372
200,77.5141192,28.4726306
500,77.5127637,28.4720755
500,77.5130325,28.4720107
300,77.5125397,28.4719201
1300,77.3387496,28.5637906
2000,77.3387521,28.5637524
1200,77.3386893,28.5638179
1000,77.3351961,28.5767055
500,77.3352789,28.5768465
350,77.3348554,28.5764701
600,77.3347857,28.5759163
400,77.3348596,28.5765143
300,77.3348923,28.5763192
600,77.335048,28.5765055
350,77.3348957,28.5766241
250,77.3354311,28.5762864
500,77.3348778,28.5764412
150,77.3348627,28.5764862
650,77.3353591,28.5764845
300,77.3352114,28.576761
1000,77.5180946,28.4696531
2000,77.5180946,28.4696531
900,77.5183634,28.4694087
3500,77.5181394,28.4697021
1500,77.521526,28.464167
2200,77.521526,28.464167
500,77.3536634,28.5743086
600,77.3533943,28.5746419
500,77.3539094,28.574221
300,77.3535737,28.5743001
950,0,0
600,77.3535737,28.5743001
500,77.3536634,28.5742189
450,77.3535737,28.5743001
700,77.3536634,28.5742189
1000,77.3535737,28.5743001
500,77.3537083,28.5743576
350,77.3536634,28.5743086
450,77.3536634,28.5742189
1000,77.3536634,28.5743086
1200,0,0
400,77.3535737,28.5743001
600,77.3536634,28.5743086
300,77.3536634,28.5743086
300,77.3536862,28.5741982
250,77.3537531,28.5744067
600,77.3537531,28.574317
300,77.3536634,28.5743086
300,77.3537083,28.5743576
300,77.35367786,28.57419684
300,77.3535737,28.5743001
200,77.3535737,28.5743001
100,77.3537531,28.5744067
400,77.3535737,28.5743001
600,77.3535737,28.5743001
400,77.3536634,28.5743086
200,77.3665825,28.6123732
100,77.3666722,28.6127402
2200,77.32554484,28.57102038
1700,77.32554484,28.57102038
200,77.5278832,28.4580751
450,77.5283078,28.4580334
800,77.5282389,28.4580767
550,77.5282182,28.4579354
400,77.5279942,28.4580493
400,77.5281474,28.4578535
100,77.5281286,28.4581066
2000,0,0
500,77.3506896,28.6038697
2000,77.3503437,28.6039396
2800,77.3497156,28.6037907
3200,77.32218973,28.56859793
300,77.3129503,28.5872879
400,77.31409,28.5891934
200,77.3251735,28.5949741
100,77.333568,28.5922973
500,77.33208809,28.58894661
200,77.3307374,28.5881489
200,77.3303336,28.5878866
350,77.3323864,28.5914816
500,77.331231,28.589854
600,77.3355334,28.597946
800,77.3357155,28.5977441
300,77.335798,28.5976276
600,77.3358973,28.5976456
900,77.338766,28.6003782
400,0,0
550,77.335507,28.5978273
400,77.3356238,28.5976592
400,77.36543566,28.5391348
500,77.36520298,28.53920932
1100,77.365561,28.538929
400,77.369517,28.545627
1400,77.38715278,28.53304444
400,77.38628581,28.53268571
400,77.38746263,28.53393492
300,77.38743782,28.53383506
200,77.38730572,28.5333408
350,77.38739792,28.53350929
400,77.38514822,28.53280177
600,77.36518085,28.5390865
150,77.38745894,28.53358145
500,77.3871696,28.53330811
1000,77.36554932,28.53949767
500,77.386751,28.533164
700,77.36533742,28.53922405
500,77.3682633,28.54079875
600,77.38676123,28.53422092
800,77.38501411,28.52840456
800,0,0
550,77.36609716,28.53932095
1000,77.38755785,28.53404095
550,77.37825595,28.53174637
650,77.36627284,28.53928884
400,77.366061,28.539277
900,77.36619238,28.53941873
850,77.36621249,28.53921168
750,77.36540817,28.53905704
400,77.36600563,28.53925998
400,0,0
200,77.38754611,28.5337414
600,77.36602105,28.539318
400,0,0
700,77.36599725,28.53954539
700,77.3869852,28.53309897
500,77.36632314,28.53927854
600,0,0
200,0,0
100,77.38711596,28.53319412
350,77.386751,28.533164
500,0,0
250,77.38716993,28.53395848
300,0,0
400,0,0
400,77.38702995,28.53300848
300,77.37790592,28.53197731
700,77.38758132,28.53420826
800,77.38638707,28.53210161
800,77.38736574,28.53397527
500,77.38739625,28.53409103
250,77.38691278,28.53309132
800,77.36664299,28.53934598
100,77.3379637,28.597161
250,77.3440643,28.5968936
350,77.3382315,28.5971578
400,77.3435377,28.596352
500,77.3380039,28.5972511
300,77.3387224,28.5923274
550,77.3378109,28.5969146
350,77.3372391,28.5931433
1100,77.3388953,28.5939838
200,77.3377445,28.5969468
500,77.3439016,28.5972982
350,77.3441147,28.5982082
500,77.3343957,28.5940266
200,77.3381282,28.5973644
150,77.3395869,28.5948476
150,77.3441252,28.5969498
200,0,0
300,77.3355321,28.5919342
600,77.338294,28.597161
200,77.3386901,28.5923266
200,77.3440914,28.5969249
150,77.3441785,28.5970594
450,77.332072,28.5493465
550,77.3323527,28.5486721
200,77.3323449,28.5493943
550,77.3714268,28.516344
400,77.3306028,28.5445167
200,77.3317111,28.5488666
400,77.3297035,28.5472559
400,77.3323016,28.5494133
300,77.3323947,28.5493919
300,77.4133126,28.5074459
450,0,0
400,77.40612611,28.5131767
400,77.407635,28.508599
600,77.4132229,28.5070787
700,77.377632,28.5141905
400,0,0
1400,77.4102187,28.5007418
200,77.4027519,28.5003041
400,77.40179,28.5011578
400,77.4132229,28.5075273
500,77.4097048,28.5011636
300,77.3713463,28.5164185
300,77.404642,28.4995416
600,77.3799935,28.5177319
500,0,0
450,77.4038963,28.4995663
450,77.3778001,28.5137081
350,0,0
450,0,0
700,0,0
300,77.4027231,28.500375
600,77.3681524,28.5255885
200,77.3715165,28.5164422
400,0,0
500,77.40778303,28.50763882
200,77.413852,28.505174
250,77.4028201,28.4996449
350,77.4132861,28.5074131
100,77.4043548,28.4990685
200,77.4026739,28.500282
200,77.3712923,28.5164659
700,77.3734774,28.5161937
500,0,0
500,0,0
400,77.37313192,28.51524439
300,77.4141288,28.5046715
200,77.3777963,28.513978
300,0,0
400,77.413356,28.5078125
500,77.3732546,28.5152596
500,77.3730864,28.5151994
1300,77.3778856,28.5138115
150,77.3145385,28.5811942
500,77.3138576,28.5818951
400,77.3141014,28.5814426
200,77.314,28.5817708
350,77.3141279,28.5815304
150,77.3142692,28.5802723
800,77.3119452,28.5832846
250,77.3104224,28.5820794
300,77.3127883,28.5826872
250,77.3144579,28.5812215
500,77.310934,28.5773817
400,77.3137449,28.58180043
200,77.3100508,28.5821145
700,77.3075696,28.5784806
1500,77.3084223,28.5789682
300,0,0
250,77.3101406,28.5822126
150,77.3146798,28.5806262
200,77.312979,28.58206
300,77.3101406,28.582123
400,77.31239598,28.58226269
450,77.3147473,28.5807004
350,0,0
250,77.3127435,28.5827278
300,77.3102284,28.5822693
350,77.314359,28.5801911
200,0,0
300,77.314,28.5816812
450,77.3145418,28.5805304
650,77.3156097,28.5793172
700,77.31759,28.5707246
300,77.31485,28.577722
500,77.31558178,28.58129376
200,77.3169908,28.5792232
500,77.3157052,28.5801391
450,0,0
600,0,0
300,77.313817,28.5788612
250,77.317657,28.5776606
1600,77.3153216,28.5801189
400,77.32593108,28.57081133
1300,77.32504863,28.57064084
1200,77.32310604,28.56861001
150,77.32418898,28.57158307
700,77.32611079,28.57044385
250,77.32660197,28.56988852
100,77.32660867,28.56997273
1500,77.32454438,28.56857349
1600,77.3235295,28.57113316
600,77.32480153,28.57024863
1200,77.32365757,28.56926546
500,77.32496414,28.56876577
400,77.32669149,28.56992385
600,77.3242832,28.56889916
600,77.325204,28.57099
650,77.332893,28.597824
900,77.32458662,28.57071651
1000,77.32406242,28.57151907
700,77.32570108,28.57088023
600,77.32221387,28.5721275
600,77.3243117,28.57015824
600,77.322001,28.570049
1400,77.32313555,28.57225971
350,77.3264863,28.57003427
300,77.32466508,28.57117762
1300,77.32512441,28.57073654
1400,77.324447,28.569182
1400,77.3233803,28.5688017
1000,77.32295919,28.57206302
350,77.32430164,28.57046888
1350,77.323714,28.569561
300,77.32213676,28.57302026
1600,77.32396636,28.57153949
1200,77.32466038,28.57196379
550,77.3246292,28.57215783
800,77.32443139,28.57013969
900,77.32456181,28.56935203
450,77.32398044,28.56966474
650,77.32459467,28.56839947
1400,77.32425638,28.5694916
1000,77.32411414,28.56914544
350,77.32224271,28.57234745
700,77.3248877,28.5702822
300,77.32413467,28.56784854
950,77.32429225,28.57171587
800,77.32514117,28.57101361
400,77.327377,28.570034
200,77.322687,28.570159
600,77.32071754,28.56728731
500,77.325052,28.571388
1550,77.32541844,28.57096149
1800,77.32224539,28.57181745
500,77.32432779,28.56920863
500,77.3257916,28.57036376
600,77.3248411,28.57116908
1000,77.32361533,28.56914297
800,77.32465636,28.5682225
500,77.32499767,28.56978752
2000,77.32484244,28.56900605
300,77.3238781,28.57065303
500,77.32487295,28.57008816
1500,77.32373536,28.5684245
2350,77.32236877,28.56954961
2200,77.3218102,28.57210424
1600,77.32216291,28.57199854
1500,77.32376587,28.56837474
1600,77.32239123,28.57149032
200,77.32339572,28.57070886
350,77.32514352,28.56950956
700,77.32652552,28.56984906
450,77.32435126,28.57242813
450,77.3261812,28.56993416
2000,77.32529875,28.57066881
450,77.3242376,28.56827816
300,77.32480355,28.56812416
350,77.3283593,28.5816039
400,77.328028,28.577975
500,0,0
500,77.3291124,28.5807886
300,77.3143909,28.5837833
1100,77.3135127,28.5822486
500,77.3116811,28.5849968
400,77.3134615,28.5833336
500,77.3123862,28.5850552
1100,77.3128979,28.5853521
300,77.31540769,28.58503529
200,77.3139934,28.5855201
200,77.3141165,28.585532
500,77.3332052,28.5838546
400,0,0
300,77.3328463,28.5825656
300,77.3360987,28.5880357
600,77.3371603,28.5847607
250,77.3386645,28.5921841
250,77.3446655,28.5990702
500,77.3425749,28.5950171
450,77.3425375,28.5940591
500,77.3431349,28.5954289
200,77.3446346,28.5973259
200,77.3445624,28.597278
450,77.3449071,28.5990864
500,77.349942,28.5979022
150,77.3469331,28.5916807
350,77.3379464,28.5843762
550,77.3378653,28.5845728
500,77.3381766,28.5843215
400,77.3382691,28.5844243
500,77.3381319,28.5843227
350,77.3377069,28.5846506
300,77.3352827,28.5767841
300,0,0
500,77.3352977,28.5768276
600,77.32838832,28.57445006
400,77.32827835,28.57456872
200,77.324321,28.5735123
600,77.32837792,28.57444329
450,77.3245817,28.573916
150,77.32828371,28.57457078
250,77.3245004,28.5737086
400,77.3282646,28.57438086
450,77.32841983,28.57439941
450,77.32803628,28.57187929
200,77.3243658,28.5734717
300,77.32451957,28.57346898
400,77.3245902,28.5737171
350,77.3235133,28.5737946
400,0,0
200,77.3283169,28.57453721
400,77.3242109,28.5736246
300,0,0
150,0,0
100,77.32458611,28.57386667
150,77.323603,28.5738031
150,77.32458428,28.57350873
300,77.32455846,28.57394362
250,77.3282696,28.5746025
800,77.328325,28.5775482
500,77.32809763,28.57433905
600,77.3331573,28.5711016
200,77.3330621,28.5714962
100,77.3330963,28.5714642
500,77.333159,28.5710463
100,77.3331584,28.5710661
400,77.3332434,28.5711287
300,77.3350897,28.5670876
600,77.3353589,28.5672923
300,77.3352692,28.5673735
500,77.3353589,28.5684579
350,77.33557262,28.56859852
300,77.332751,28.569734
200,77.3352692,28.5672838
